name,picture,position,overall,pace,acceleration,sprintSpeed,shooting,positioning,finishing,shotPower,longShot,volleys,penalties,passing,vision,crossing,freeKickAccuracy,shortPassing,longPassing,curve,dribbling,agility,balance,reaction,ballControl,subDribbling,composure,defending,interceptions,headingAccuracy,defAwareness,standingTackle,slidingTackle,physicality,jumping,stamina,strength,aggression,cardPicture,nation,nationFlag,club,clubLogo,league,foot,age,height,weight,attWorkRate,defWorkRate,playStyle,playStyleIcon,fifaVersion,diving,handling,kicking,reflexes
Sebastián Coates,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p197655.png.adapt.50w.png,CB,81,66,64,68,49,49,55,50,30,48,69,55,60,20,19,73,71,39,62,37,31,74,67,64,77,82,81,79,83,83,82,88,81,83,93,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/197655.png.adapt.265w.png,Uruguay,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Sporting CP,https://images.ctfassets.net/rs6bgs1g8dbr/7qNwSJ36qmBT8u6Yptdd1w/6b11b8a5c8941ae9abe04b216ef70dbd/237.png,Liga Portugal,Right,33,"196CM / 6'5""FT",94KG / 207LBS,Medium,Medium,,,Fifa24,,,,
Lucas Paquetá,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233927.png.adapt.50w.png,CAM,81,72,71,73,77,80,78,77,77,74,75,79,82,72,74,82,78,77,84,75,76,81,85,86,88,69,71,68,67,72,63,76,77,79,75,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233927.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,West Ham,https://images.ctfassets.net/rs6bgs1g8dbr/50pjus7Wzs4hQ4KoYeeOEC/102eee617a7cc26a8291041ed34d7258/19.png,Premier League,Left,26,"180CM / 5'11""FT",72KG / 159LBS,High,High,,,Fifa24,,,,
Bryan Cristante,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208268.png.adapt.50w.png,CDM,81,53,56,51,73,76,68,83,77,70,58,78,79,70,62,82,86,68,75,62,54,79,80,76,82,78,74,76,83,79,72,82,81,89,82,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/208268.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Roma FC,https://images.ctfassets.net/rs6bgs1g8dbr/6fghPzAMps83NDeTwdPRkw/be386fcf63186c7a7a9733e4bda73e67/114912.png,Serie A TIM,Right,29,"186CM / 6'1""FT",80KG / 176LBS,Medium,High,,,Fifa24,,,,
Danilo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199304.png.adapt.50w.png,CB,81,73,68,77,67,69,59,82,69,69,67,74,64,76,73,78,76,73,74,63,65,80,79,73,82,83,84,79,84,83,81,78,84,74,79,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/199304.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Right,33,"184CM / 6'0""FT",78KG / 172LBS,Medium,High,,,Fifa24,,,,
Arnaut Danjuma,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236276.png.adapt.50w.png,ST,81,86,84,88,81,82,83,82,79,70,75,76,77,77,59,80,66,79,83,83,75,85,83,84,77,44,32,72,35,52,47,67,84,65,72,55,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/236276.png.adapt.265w.png,Holland,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Everton,https://images.ctfassets.net/rs6bgs1g8dbr/2TdpPqMm56l7SRibR4tGJa/f908a7469a81801374979704c4618f61/7.png,Premier League,Right,27,"178CM / 5'10""FT",74KG / 163LBS,High,Medium,,,Fifa24,,,,
Jonathan David,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243630.png.adapt.50w.png,ST,81,82,80,84,81,85,84,79,74,76,86,71,73,67,58,77,69,58,78,75,71,82,79,79,81,34,33,76,29,29,19,75,87,85,77,55,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/243630.png.adapt.265w.png,Canada,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,LOSC Lille,https://images.ctfassets.net/rs6bgs1g8dbr/5S4KsnKxtIVi1anS0A52Iy/2c646d42a08798e0b6f024b4541bad1f/65.png,Ligue 1 Uber Eats,Right,24,"175CM / 5'9""FT",70KG / 154LBS,High,High,,,Fifa24,,,,
Fred,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209297.png.adapt.50w.png,CM,81,75,80,71,69,80,66,79,68,62,64,79,81,75,74,83,77,79,81,89,88,88,81,78,76,76,81,56,74,84,70,70,67,94,52,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/209297.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Fenerbahçe,https://images.ctfassets.net/rs6bgs1g8dbr/76uLsEAnDbWmVAZMtHUOoV/6311bc7f884ffadc513ec1c6929b05c6/326.png,Trendyol Süper Lig,Left,31,"169CM / 5'7""FT",62KG / 137LBS,High,High,,,Fifa24,,,,
Denzel Dumfries,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233096.png.adapt.50w.png,RWB,81,83,77,87,63,76,67,68,54,38,48,70,59,77,35,76,71,69,73,69,60,81,76,72,74,78,78,84,76,79,77,89,94,92,89,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233096.png.adapt.265w.png,Holland,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Inter,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,Serie A TIM,Right,28,"188CM / 6'2""FT",80KG / 176LBS,High,Medium,,,Fifa24,,,,
Lewis Dunk,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199915.png.adapt.50w.png,CB,81,45,36,53,51,30,42,72,67,24,36,66,63,32,69,82,82,52,66,40,38,82,76,64,82,82,81,81,83,83,79,80,77,70,84,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/199915.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Brighton,https://images.ctfassets.net/rs6bgs1g8dbr/7B9Sbft0WnIZ2XvDH8WEI8/515563d4599e94117b675eceab4d4c75/1808.png,Premier League,Right,32,"192CM / 6'4""FT",88KG / 194LBS,Medium,High,,,Fifa24,,,,
João Félix,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p242444.png.adapt.50w.png,CF,81,81,82,80,79,81,78,80,81,83,68,78,80,77,67,81,73,83,85,88,84,80,84,86,84,40,40,69,30,42,35,67,77,75,62,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/242444.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,24,"181CM / 5'11""FT",72KG / 159LBS,Medium,Medium,,,Fifa24,,,,
Beto,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251892.png.adapt.50w.png,ST,81,86,82,89,79,83,83,82,70,76,71,59,60,40,51,68,60,63,75,63,58,80,77,77,78,25,18,78,17,20,21,84,94,78,91,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/251892.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Everton,https://images.ctfassets.net/rs6bgs1g8dbr/2TdpPqMm56l7SRibR4tGJa/f908a7469a81801374979704c4618f61/7.png,Premier League,Right,26,"194CM / 6'4""FT",88KG / 194LBS,High,Medium,,,Fifa24,,,,
Nicolás González,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p240690.png.adapt.50w.png,RW,81,87,85,88,76,81,80,75,65,68,85,73,69,78,54,80,66,65,83,81,78,76,85,85,76,45,39,80,38,46,39,64,81,76,55,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/240690.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Fiorentina,https://images.ctfassets.net/rs6bgs1g8dbr/2ged1Z6edlAAEazZbC0h9k/ea90a17829e3fe9e9db1534a7970d155/110374.png,Serie A TIM,Left,26,"180CM / 5'11""FT",72KG / 159LBS,High,Medium,,,Fifa24,,,,
Danilo Pereira,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200888.png.adapt.50w.png,CDM,81,50,40,59,63,70,57,75,67,55,57,70,70,56,53,80,77,54,71,52,47,82,75,73,77,80,81,83,82,81,69,86,81,84,89,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/200888.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Right,32,"188CM / 6'2""FT",83KG / 183LBS,Medium,High,,,Fifa24,,,,
Lorenzo Insigne,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p198219.png.adapt.50w.png,LW,81,80,84,77,78,78,77,79,82,76,77,81,83,77,84,80,83,89,86,89,93,75,86,86,81,36,26,59,53,24,22,44,61,70,34,34,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/198219.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Toronto FC,https://images.ctfassets.net/rs6bgs1g8dbr/7kYCXeFMNrDFOhMLtg6UGY/02c4f042d9c54e8304b57b71a45f3538/111651.png,MLS,Right,33,"163CM / 5'4""FT",59KG / 130LBS,High,Medium,,,Fifa24,,,,
Alexander Isak,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233731.png.adapt.50w.png,ST,81,83,82,84,81,83,83,81,76,79,75,72,79,66,65,78,59,70,84,81,73,81,86,86,83,39,38,75,35,34,29,72,86,74,75,58,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233731.png.adapt.265w.png,Sweden,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Newcastle Utd,https://images.ctfassets.net/rs6bgs1g8dbr/3owxOhrktlKmPKAGZw3bxu/8878cf46de2cf24e1b4bfcfb2c4b695a/13.png,Premier League,Right,24,"192CM / 6'4""FT",77KG / 170LBS,High,Medium,,,Fifa24,,,,
Daichi Kamada,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232730.png.adapt.50w.png,CAM,81,79,81,78,73,81,75,65,73,66,80,80,82,75,74,84,80,78,83,83,82,80,83,83,81,54,52,53,53,57,54,64,68,84,57,54,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232730.png.adapt.265w.png,Japan,https://images.ctfassets.net/rs6bgs1g8dbr/54a8z8uvWxRQwutz8aQU7h/b92043c408129341f79533808f9a6e6d/f_163.png,Latium,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,Serie A TIM,Right,27,"184CM / 6'0""FT",72KG / 159LBS,Medium,Medium,,,Fifa24,,,,
Simon Kjær,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p179645.png.adapt.50w.png,CB,81,59,53,63,54,31,55,74,41,37,61,64,55,50,66,75,70,52,60,55,55,78,69,52,70,83,83,80,85,82,78,76,80,61,81,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/179645.png.adapt.265w.png,Denmark,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Milan,https://images.ctfassets.net/rs6bgs1g8dbr/7nRlsjHakEJMpKZxrLkdF0/da5ac4e7fe717599c433e647c7f5500e/47.png,Serie A TIM,Right,35,"190CM / 6'3""FT",86KG / 190LBS,Low,High,,,Fifa24,,,,
Ibrahima Konaté,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p237678.png.adapt.50w.png,CB,81,77,67,85,34,37,29,45,31,28,41,57,51,38,27,75,69,32,68,60,52,78,70,68,76,82,81,78,80,85,81,82,81,65,90,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/237678.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,25,"194CM / 6'4""FT",95KG / 209LBS,Medium,High,,,Fifa24,,,,
Geoffrey Kondogbia,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p201455.png.adapt.50w.png,CM,81,69,67,70,75,79,69,87,84,62,53,76,81,64,66,82,81,64,76,72,58,83,80,75,81,81,83,77,81,81,80,89,88,88,92,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/201455.png.adapt.265w.png,Central African Republic,https://images.ctfassets.net/rs6bgs1g8dbr/7pyljWqHmDaYdgzw1UWC36/052fc353e722604aa39734b2d62ab30f/f_105.png,OM,https://images.ctfassets.net/rs6bgs1g8dbr/33tsv5cz9aUTwCsoBUybRy/95a6b2df0bf628b69c96e4471fe59cd4/219.png,Ligue 1 Uber Eats,Left,31,"188CM / 6'2""FT",76KG / 168LBS,Medium,High,,,Fifa24,,,,
Andrej Kramarić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216354.png.adapt.50w.png,CF,81,72,74,70,81,83,80,82,78,79,90,76,79,73,77,81,65,82,82,82,84,83,83,82,81,32,29,69,35,20,26,74,76,85,69,71,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216354.png.adapt.265w.png,Croatia,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,TSG Hoffenheim,https://images.ctfassets.net/rs6bgs1g8dbr/2oGcGY90HhxqB0hm9VIEQO/e5585164a890cf5b69407c4a971e02b2/10029.png,Bundesliga,Right,33,"177CM / 5'10""FT",73KG / 161LBS,Medium,Medium,,,Fifa24,,,,
Dejan Kulusevski,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247394.png.adapt.50w.png,RW,81,76,76,76,77,78,76,76,82,80,65,80,83,85,61,82,72,85,84,79,69,81,85,86,82,56,54,52,50,64,55,75,72,84,73,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/247394.png.adapt.265w.png,Sweden,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Spurs,https://images.ctfassets.net/rs6bgs1g8dbr/27jHaCYQVBBgnrYC9OtN3S/b3f0fda4deae9e5578ccf315dc653816/18.png,Premier League,Left,24,"186CM / 6'1""FT",75KG / 165LBS,High,Medium,,,Fifa24,,,,
Gaëtan Laborde,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209519.png.adapt.50w.png,ST,81,72,71,72,81,82,83,82,77,84,69,76,78,74,59,80,71,75,79,81,63,80,81,79,80,40,36,84,38,34,23,79,87,88,77,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/209519.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,OGC Nice,https://images.ctfassets.net/rs6bgs1g8dbr/3qFW6HzGXHSgNPfWSymQ6j/deb05c7f422e0b4f83ba909cead5b638/72.png,Ligue 1 Uber Eats,Left,30,"181CM / 5'11""FT",78KG / 172LBS,High,High,,,Fifa24,,,,
Pepe,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p120533.png.adapt.50w.png,CB,81,75,73,77,51,40,46,63,56,23,57,60,48,46,47,73,75,44,61,62,48,81,60,58,80,81,79,81,83,82,80,87,91,82,86,94,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/120533.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,FC Porto,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,Liga Portugal,Right,41,"188CM / 6'2""FT",79KG / 174LBS,Medium,High,,,Fifa24,,,,
Giovani Lo Celso,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226226.png.adapt.50w.png,CAM,81,70,72,69,75,75,73,82,74,71,65,83,85,78,79,84,83,82,84,81,80,82,85,85,83,68,70,62,64,73,68,73,73,74,69,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/226226.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Spurs,https://images.ctfassets.net/rs6bgs1g8dbr/27jHaCYQVBBgnrYC9OtN3S/b3f0fda4deae9e5578ccf315dc653816/18.png,Premier League,Left,28,"177CM / 5'10""FT",68KG / 150LBS,High,Medium,,,Fifa24,,,,
Ademola Lookman,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p230899.png.adapt.50w.png,ST,81,86,88,84,81,85,86,79,75,80,62,69,76,66,51,76,56,69,85,90,85,85,83,86,78,30,32,64,27,23,24,67,79,69,67,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/230899.png.adapt.265w.png,Nigeria,https://images.ctfassets.net/rs6bgs1g8dbr/295ony5xEfG2G4YAB0W9mW/3a27c0494c7df2afeb1fa42963186f7d/f_133.png,Bergamo Calcio,https://images.ctfassets.net/rs6bgs1g8dbr/6TX3paoKWhXlDZmtrXBr8n/a66dfc9c578a8347c6d02fd1c681030f/115845.png,Serie A TIM,Right,26,"174CM / 5'9""FT",71KG / 157LBS,Medium,Medium,,,Fifa24,,,,
Hirving Lozano,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p221992.png.adapt.50w.png,RW,81,93,92,93,76,82,77,76,75,74,73,72,74,73,65,74,65,72,82,89,82,81,80,83,75,41,45,62,42,35,29,61,73,76,52,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/221992.png.adapt.265w.png,Mexico,https://images.ctfassets.net/rs6bgs1g8dbr/4SXza6FuE6T6dXI56PJZhS/4877162c8da581da419842f606fd2cad/f_83.png,PSV,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,Eredivisie,Right,29,"175CM / 5'9""FT",70KG / 154LBS,High,Low,,,Fifa24,,,,
Reinildo,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236045.png.adapt.50w.png,LB,81,84,82,85,55,70,57,60,47,53,44,68,64,74,36,76,60,68,75,77,71,79,77,74,73,80,79,77,79,82,80,79,88,83,75,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/236045.png.adapt.265w.png,Mozambique,https://images.ctfassets.net/rs6bgs1g8dbr/6iIbgabJSk5zBjRcoEgoY4/2fa2f9c88c025408033d273a2a98def8/f_130.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Left,30,"180CM / 5'11""FT",73KG / 161LBS,Medium,High,,,Fifa24,,,,
Antony,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255475.png.adapt.50w.png,RW,81,83,89,78,76,76,76,75,81,67,66,74,75,79,74,74,62,86,87,93,88,82,88,86,82,46,50,45,49,45,31,73,70,84,62,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/255475.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Manchester Utd,https://images.ctfassets.net/rs6bgs1g8dbr/77cZgiyhWVAujeOJxxHLkt/cfe1fcd96128e52be8a5a681c69e4be4/11.png,Premier League,Left,24,"172CM / 5'8""FT",63KG / 139LBS,High,High,,,Fifa24,,,,
Nemanja Matić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p191202.png.adapt.50w.png,CDM,81,34,32,36,67,61,59,84,67,71,64,77,72,68,63,85,82,70,77,47,49,83,86,79,88,79,77,70,84,80,71,78,68,74,82,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/191202.png.adapt.265w.png,Serbia,https://images.ctfassets.net/rs6bgs1g8dbr/2FEGjkYVxKR5rKjPaAEmOS/15cdaa7df795b3ed40e120fa84b11cab/f_51.png,Stade Rennais FC,https://images.ctfassets.net/rs6bgs1g8dbr/4RyoK5nHfrlRbAwtEWAczP/0ed9d352870561fa9e3073543065e072/74.png,Ligue 1 Uber Eats,Left,35,"194CM / 6'4""FT",83KG / 183LBS,Low,Medium,,,Fifa24,,,,
Brais Méndez,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235944.png.adapt.50w.png,CM,81,71,72,70,80,81,83,77,80,69,72,82,84,79,75,84,82,74,81,76,56,82,84,83,80,65,62,71,63,69,61,73,80,71,73,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/235944.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Real Sociedad,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,LALIGA EA SPORTS,Left,27,"187CM / 6'2""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Dries Mertens,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p175943.png.adapt.50w.png,CF,81,76,79,73,80,81,80,78,82,70,79,80,83,73,82,84,72,82,83,79,90,80,86,82,84,40,36,40,40,41,42,49,51,67,35,59,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/175943.png.adapt.265w.png,Belgium,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Galatasaray,https://images.ctfassets.net/rs6bgs1g8dbr/5DNfv63c2VU5vMPHlX3E3O/60848cc71be733f0c1929c713cdbc499/325.png,Trendyol Süper Lig,Right,37,"169CM / 5'7""FT",61KG / 134LBS,Medium,High,,,Fifa24,,,,
Arkadiusz Milik,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205175.png.adapt.50w.png,ST,81,59,55,62,83,83,84,84,79,84,79,72,78,63,81,75,64,76,78,69,61,82,83,77,84,40,36,85,35,34,32,74,84,63,81,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/205175.png.adapt.265w.png,Poland,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Left,30,"186CM / 6'1""FT",80KG / 176LBS,Medium,Medium,,,Fifa24,,,,
